"","term","gene","human"
"5150","Genes enriched in stem/TA cells cluster",NA,"MRPL24"
"5151","Genes enriched in stem/TA cells cluster","Smyd2","SMYD2"
"5152","Genes enriched in stem/TA cells cluster",NA,"MRPS12"
"5153","Genes enriched in stem/TA cells cluster",NA,"RPS8"
"5154","Genes enriched in stem/TA cells cluster","Ndufs2","NDUFS2"
"5155","Genes enriched in stem/TA cells cluster","Etfa","ETFA"
"5156","Genes enriched in stem/TA cells cluster",NA,"C1orf131"
"5157","Genes enriched in stem/TA cells cluster",NA,"RPS25"
"5158","Genes enriched in stem/TA cells cluster","Tsn","TSN"
"5159","Genes enriched in stem/TA cells cluster","Cenpf","CENPF"
"5160","Genes enriched in stem/TA cells cluster","Gadd45gip1","GADD45GIP1"
"5161","Genes enriched in stem/TA cells cluster","Kcnn4","KCNN4"
"5162","Genes enriched in stem/TA cells cluster","Cacybp","CACYBP"
"5163","Genes enriched in stem/TA cells cluster","Pcbp1","PCBP1"
"5164","Genes enriched in stem/TA cells cluster",NA,"RPS28"
"5165","Genes enriched in stem/TA cells cluster",NA,"RPS6"
"5166","Genes enriched in stem/TA cells cluster","Polr2h","POLR2H"
"5167","Genes enriched in stem/TA cells cluster","Naca","NACA"
"5168","Genes enriched in stem/TA cells cluster","Wdr83os","WDR83OS"
"5169","Genes enriched in stem/TA cells cluster","Gpx1","GPX1"
"5170","Genes enriched in stem/TA cells cluster","Ndufb5","NDUFB5"
"5171","Genes enriched in stem/TA cells cluster","Lsm4","LSM4"
"5172","Genes enriched in stem/TA cells cluster",NA,"RPL27A"
"5173","Genes enriched in stem/TA cells cluster","Phb2","PHB2"
"5174","Genes enriched in stem/TA cells cluster","Psma5","PSMA5"
"5175","Genes enriched in stem/TA cells cluster",NA,"RPL8"
"5176","Genes enriched in stem/TA cells cluster","Nsa2","NSA2"
"5177","Genes enriched in stem/TA cells cluster",NA,"MRPL34"
"5178","Genes enriched in stem/TA cells cluster","Snrpf","SNRPF"
"5179","Genes enriched in stem/TA cells cluster",NA,"RPL32"
"5180","Genes enriched in stem/TA cells cluster",NA,"PYCR3"
"5181","Genes enriched in stem/TA cells cluster","Hint1","HINT1"
"5182","Genes enriched in stem/TA cells cluster",NA,"MRPL28"
"5183","Genes enriched in stem/TA cells cluster","Bdh1","BDH1"
"5184","Genes enriched in stem/TA cells cluster",NA,"RPS2"
"5185","Genes enriched in stem/TA cells cluster","Hdgf","HDGF"
"5186","Genes enriched in stem/TA cells cluster","Hspa9","HSPA9"
"5187","Genes enriched in stem/TA cells cluster",NA,"RPL28"
"5188","Genes enriched in stem/TA cells cluster",NA,"RPL18"
"5189","Genes enriched in stem/TA cells cluster","Cox5b","COX5B"
"5190","Genes enriched in stem/TA cells cluster",NA,"FH"
"5191","Genes enriched in stem/TA cells cluster","Cuta","CUTA"
"5192","Genes enriched in stem/TA cells cluster",NA,"RPS20"
"5193","Genes enriched in stem/TA cells cluster","Cluh","CLUH"
"5194","Genes enriched in stem/TA cells cluster",NA,"RPS11"
"5195","Genes enriched in stem/TA cells cluster",NA,"C1orf174"
"5196","Genes enriched in stem/TA cells cluster","Tfrc","TFRC"
"5197","Genes enriched in stem/TA cells cluster",NA,"MRPL4"
"5198","Genes enriched in stem/TA cells cluster","Cnbp","CNBP"
"5199","Genes enriched in stem/TA cells cluster",NA,"RPL26"
"5200","Genes enriched in stem/TA cells cluster","Mrto4","MRTO4"
"5201","Genes enriched in stem/TA cells cluster",NA,"MRPL37"
"5202","Genes enriched in stem/TA cells cluster","Tomm40","TOMM40"
"5203","Genes enriched in stem/TA cells cluster","Cdk2ap2","CDK2AP2"
"5204","Genes enriched in stem/TA cells cluster",NA,"MRPS15"
"5205","Genes enriched in stem/TA cells cluster","Erh","ERH"
"5206","Genes enriched in stem/TA cells cluster","Nop58","NOP58"
"5207","Genes enriched in stem/TA cells cluster","Naxe","NAXE"
"5208","Genes enriched in stem/TA cells cluster",NA,"RPS14"
"5209","Genes enriched in stem/TA cells cluster","Dnajc9","DNAJC9"
"5210","Genes enriched in stem/TA cells cluster","Nop16","NOP16"
"5211","Genes enriched in stem/TA cells cluster","Rfc4","RFC4"
"5212","Genes enriched in stem/TA cells cluster",NA,"MRPS5"
"5213","Genes enriched in stem/TA cells cluster","Hook1","HOOK1"
"5214","Genes enriched in stem/TA cells cluster","Ahsa1","AHSA1"
"5215","Genes enriched in stem/TA cells cluster",NA,"RPS27"
"5216","Genes enriched in stem/TA cells cluster","Ncl","NCL"
"5217","Genes enriched in stem/TA cells cluster","Lsm6","LSM6"
"5218","Genes enriched in stem/TA cells cluster",NA,"RPL15"
"5219","Genes enriched in stem/TA cells cluster",NA,"RPS13"
"5220","Genes enriched in stem/TA cells cluster",NA,"RPS26"
"5221","Genes enriched in stem/TA cells cluster","Trmt112","TRMT112"
"5222","Genes enriched in stem/TA cells cluster",NA,"MRPL42"
"5223","Genes enriched in stem/TA cells cluster","Knstrn","KNSTRN"
"5224","Genes enriched in stem/TA cells cluster",NA,"MRPL35"
"5225","Genes enriched in stem/TA cells cluster","Smc4","SMC4"
"5226","Genes enriched in stem/TA cells cluster",NA,"RPL6"
"5227","Genes enriched in stem/TA cells cluster","Fbl","FBL"
"5228","Genes enriched in stem/TA cells cluster","Dpy30","DPY30"
"5229","Genes enriched in stem/TA cells cluster",NA,"RPS9"
"5230","Genes enriched in stem/TA cells cluster","Tk1","TK1"
"5231","Genes enriched in stem/TA cells cluster","Lyar","LYAR"
"5232","Genes enriched in stem/TA cells cluster","Tomm20","TOMM20"
"5233","Genes enriched in stem/TA cells cluster",NA,"C16orf91"
"5234","Genes enriched in stem/TA cells cluster",NA,"RPL23A"
"5235","Genes enriched in stem/TA cells cluster","Nhp2","NHP2"
"5236","Genes enriched in stem/TA cells cluster","Pabpc1","PABPC1"
"5237","Genes enriched in stem/TA cells cluster","Krtcap2","KRTCAP2"
"5238","Genes enriched in stem/TA cells cluster","Atic","ATIC"
"5239","Genes enriched in stem/TA cells cluster","Mecr","MECR"
"5240","Genes enriched in stem/TA cells cluster","Eif3e","EIF3E"
"5241","Genes enriched in stem/TA cells cluster","Eef1b2","EEF1B2"
"5242","Genes enriched in stem/TA cells cluster","Ybx1","YBX1"
"5243","Genes enriched in stem/TA cells cluster","Cdk1","CDK1"
"5244","Genes enriched in stem/TA cells cluster","Rp9","RP9"
"5245","Genes enriched in stem/TA cells cluster","Ndufs7","NDUFS7"
"5246","Genes enriched in stem/TA cells cluster","Snrpa1","SNRPA1"
"5247","Genes enriched in stem/TA cells cluster",NA,"ANP32D"
"5248","Genes enriched in stem/TA cells cluster","Birc5","BIRC5"
"5249","Genes enriched in stem/TA cells cluster","Smc3","SMC3"
"5250","Genes enriched in stem/TA cells cluster",NA,"NDUFC2-KCTD14"
"5251","Genes enriched in stem/TA cells cluster","Ndufc2","NDUFC2"
"5252","Genes enriched in stem/TA cells cluster","Gstp1","GSTP1"
"5253","Genes enriched in stem/TA cells cluster","Bzw2","BZW2"
"5254","Genes enriched in stem/TA cells cluster","Ndufa10","NDUFA10"
"5255","Genes enriched in stem/TA cells cluster","Hpf1","HPF1"
"5256","Genes enriched in stem/TA cells cluster",NA,"CKS1B"
"5257","Genes enriched in stem/TA cells cluster","Stmn1","STMN1"
"5258","Genes enriched in stem/TA cells cluster","Btf3","BTF3"
"5259","Genes enriched in stem/TA cells cluster",NA,"RPS23"
"5260","Genes enriched in stem/TA cells cluster","Bcl7c","BCL7C"
"5261","Genes enriched in stem/TA cells cluster","Nasp","NASP"
"5262","Genes enriched in stem/TA cells cluster",NA,"MRPS16"
"5263","Genes enriched in stem/TA cells cluster","Pa2g4","PA2G4"
"5264","Genes enriched in stem/TA cells cluster","Fubp1","FUBP1"
"5265","Genes enriched in stem/TA cells cluster",NA,"DCTPP1"
"5266","Genes enriched in stem/TA cells cluster","Rangrf","RANGRF"
"5267","Genes enriched in stem/TA cells cluster","G3bp1","G3BP1"
"5268","Genes enriched in stem/TA cells cluster","Cenpe","CENPE"
"5269","Genes enriched in stem/TA cells cluster",NA,"MRPS35"
"5270","Genes enriched in stem/TA cells cluster","Slc25a39","SLC25A39"
"5271","Genes enriched in stem/TA cells cluster","Mpc2","MPC2"
"5272","Genes enriched in stem/TA cells cluster",NA,"MRPL38"
"5273","Genes enriched in stem/TA cells cluster",NA,"BZW1"
"5274","Genes enriched in stem/TA cells cluster","Tsen34","TSEN34"
"5275","Genes enriched in stem/TA cells cluster","Abhd14a","ABHD14A"
"5276","Genes enriched in stem/TA cells cluster",NA,"COX20"
"5277","Genes enriched in stem/TA cells cluster","Hnrnpu","HNRNPU"
"5278","Genes enriched in stem/TA cells cluster",NA,"MRPS14"
"5279","Genes enriched in stem/TA cells cluster","Gfer","GFER"
"5280","Genes enriched in stem/TA cells cluster","Nucks1","NUCKS1"
"5281","Genes enriched in stem/TA cells cluster",NA,"RPL19"
"5282","Genes enriched in stem/TA cells cluster","Elof1","ELOF1"
"5283","Genes enriched in stem/TA cells cluster","Prim1","PRIM1"
"5284","Genes enriched in stem/TA cells cluster",NA,"MRPL12"
"5285","Genes enriched in stem/TA cells cluster",NA,"RPL4"
"5286","Genes enriched in stem/TA cells cluster",NA,"RPSAP58"
"5287","Genes enriched in stem/TA cells cluster",NA,"RPSA"
"5288","Genes enriched in stem/TA cells cluster",NA,"DNAJC19"
"5289","Genes enriched in stem/TA cells cluster",NA,"ENY2"
"5290","Genes enriched in stem/TA cells cluster","Nfu1","NFU1"
"5291","Genes enriched in stem/TA cells cluster",NA,"MRPL30"
"5292","Genes enriched in stem/TA cells cluster","Rack1","RACK1"
"5293","Genes enriched in stem/TA cells cluster","Tomm7","TOMM7"
"5294","Genes enriched in stem/TA cells cluster","Lsm7","LSM7"
"5295","Genes enriched in stem/TA cells cluster","Bola3","BOLA3"
"5296","Genes enriched in stem/TA cells cluster","Isyna1","ISYNA1"
"5297","Genes enriched in stem/TA cells cluster","Abhd11","ABHD11"
"5298","Genes enriched in stem/TA cells cluster","Snrpe","SNRPE"
"5299","Genes enriched in stem/TA cells cluster","Creg1","CREG1"
"5300","Genes enriched in stem/TA cells cluster","Eef1d","EEF1D"
"5301","Genes enriched in stem/TA cells cluster","Nudt21","NUDT21"
"5302","Genes enriched in stem/TA cells cluster","Hspe1","HSPE1"
"5303","Genes enriched in stem/TA cells cluster",NA,"ATP5PD"
"5304","Genes enriched in stem/TA cells cluster","Ndufa12","NDUFA12"
"5305","Genes enriched in stem/TA cells cluster",NA,"SETSIP"
"5306","Genes enriched in stem/TA cells cluster","Anapc11","ANAPC11"
"5307","Genes enriched in stem/TA cells cluster","Tcea3","TCEA3"
"5308","Genes enriched in stem/TA cells cluster","Anp32e","ANP32E"
"5309","Genes enriched in stem/TA cells cluster","Naa38","NAA38"
"5310","Genes enriched in stem/TA cells cluster",NA,"RPL13"
"5311","Genes enriched in stem/TA cells cluster","Impdh2","IMPDH2"
"5312","Genes enriched in stem/TA cells cluster","Thoc7","THOC7"
"5313","Genes enriched in stem/TA cells cluster","Cps1","CPS1"
"5314","Genes enriched in stem/TA cells cluster","Eif5a2","EIF5A"
"5315","Genes enriched in stem/TA cells cluster","Snrpd2","SNRPD2"
"5316","Genes enriched in stem/TA cells cluster","Cbx5","CBX5"
"5317","Genes enriched in stem/TA cells cluster","Fam136a","FAM136A"
"5318","Genes enriched in stem/TA cells cluster","Myb","MYB"
"5319","Genes enriched in stem/TA cells cluster","Eif3h","EIF3H"
"5320","Genes enriched in stem/TA cells cluster","Spc24","SPC24"
"5321","Genes enriched in stem/TA cells cluster","Ppp1cc","PPP1CC"
"5322","Genes enriched in stem/TA cells cluster","Sri","SRI"
"5323","Genes enriched in stem/TA cells cluster","Sfpq","SFPQ"
"5324","Genes enriched in stem/TA cells cluster",NA,"RPL24"
"5325","Genes enriched in stem/TA cells cluster",NA,"NME2"
"5326","Genes enriched in stem/TA cells cluster","Hikeshi","HIKESHI"
"5327","Genes enriched in stem/TA cells cluster","Phb","PHB"
"5328","Genes enriched in stem/TA cells cluster","Asf1b","ASF1B"
"5329","Genes enriched in stem/TA cells cluster","Cdc20b","CDC20"
"5330","Genes enriched in stem/TA cells cluster",NA,"MRPS22"
"5331","Genes enriched in stem/TA cells cluster","Nudc","NUDC"
"5332","Genes enriched in stem/TA cells cluster","Rnf186","RNF186"
"5333","Genes enriched in stem/TA cells cluster",NA,"RPL29"
"5334","Genes enriched in stem/TA cells cluster","Eif3k","EIF3K"
"5335","Genes enriched in stem/TA cells cluster",NA,"GKN3P"
"5336","Genes enriched in stem/TA cells cluster",NA,"ATP5MC3"
"5337","Genes enriched in stem/TA cells cluster","Nudt19","NUDT19"
"5338","Genes enriched in stem/TA cells cluster","Cftr","CFTR"
"5339","Genes enriched in stem/TA cells cluster","Ssb","SSB"
"5340","Genes enriched in stem/TA cells cluster",NA,"MRPS24"
"5341","Genes enriched in stem/TA cells cluster","Serbp1","SERBP1"
"5342","Genes enriched in stem/TA cells cluster","Prdx6","PRDX6"
"5343","Genes enriched in stem/TA cells cluster","Hsp90b1","HSP90B1"
"5344","Genes enriched in stem/TA cells cluster",NA,"ATP5MC2"
"5345","Genes enriched in stem/TA cells cluster","Hnrnpa3","HNRNPA3"
"5346","Genes enriched in stem/TA cells cluster",NA,"RPS15"
"5347","Genes enriched in stem/TA cells cluster","Dynll2","DYNLL2"
"5348","Genes enriched in stem/TA cells cluster","Eif3i","EIF3I"
"5349","Genes enriched in stem/TA cells cluster","Mlec","MLEC"
"5350","Genes enriched in enterocytes cluster",NA,"MT-CO1"
"5351","Genes enriched in enterocytes cluster",NA,"MT-ATP6"
"5352","Genes enriched in enterocytes cluster",NA,"MT-CO2"
"5353","Genes enriched in enterocytes cluster",NA,"MT-ND4"
"5354","Genes enriched in enterocytes cluster",NA,"MT-ATP8"
"5355","Genes enriched in enterocytes cluster",NA,"MT-ND1"
"5356","Genes enriched in enterocytes cluster",NA,"MT-CYB"
"5357","Genes enriched in enterocytes cluster",NA,"MT-ND3"
"5358","Genes enriched in enterocytes cluster",NA,"MT-ND4L"
"5359","Genes enriched in enterocytes cluster",NA,"MT-ND5"
"5360","Genes enriched in enterocytes cluster",NA,"MT-CO3"
"5361","Genes enriched in enterocytes cluster",NA,"NUDT5"
"5362","Genes enriched in enterocytes cluster","Pgrmc1","PGRMC1"
"5363","Genes enriched in enterocytes cluster","Phyh","PHYH"
"5364","Genes enriched in enterocytes cluster","Lmo7","LMO7"
"5365","Genes enriched in enterocytes cluster","Rbm47","RBM47"
"5366","Genes enriched in enterocytes cluster","Acaa2","ACAA2"
"5367","Genes enriched in enterocytes cluster",NA,"CTAGE1"
"5368","Genes enriched in enterocytes cluster","Ak3","AK3"
"5369","Genes enriched in enterocytes cluster","Dstn","DSTN"
"5370","Genes enriched in enterocytes cluster","App","APP"
"5371","Genes enriched in enterocytes cluster","Ndufv3","NDUFV3"
"5372","Genes enriched in enterocytes cluster",NA,"ATP5ME"
"5373","Genes enriched in enterocytes cluster","Wdr1","WDR1"
"5374","Genes enriched in enterocytes cluster","Ifngr2","IFNGR2"
"5375","Genes enriched in enterocytes cluster","Cbr1","CBR1"
"5376","Genes enriched in enterocytes cluster","Optn","OPTN"
"5377","Genes enriched in enterocytes cluster","Pin4","PIN4"
"5378","Genes enriched in enterocytes cluster","Srsf5","SRSF5"
"5379","Genes enriched in enterocytes cluster","Slc5a1","SLC5A1"
"5380","Genes enriched in enterocytes cluster","Rnf128","RNF128"
"5381","Genes enriched in enterocytes cluster","Cryl1","CRYL1"
"5382","Genes enriched in enterocytes cluster","Ada","ADA"
"5383","Genes enriched in enterocytes cluster",NA,"GGTLC1"
"5384","Genes enriched in enterocytes cluster",NA,"GGT2"
"5385","Genes enriched in enterocytes cluster",NA,"GGTLC3"
"5386","Genes enriched in enterocytes cluster","Nrip1","NRIP1"
"5387","Genes enriched in enterocytes cluster","Son","SON"
"5388","Genes enriched in enterocytes cluster","S100g","S100G"
"5389","Genes enriched in enterocytes cluster","Cndp2","CNDP2"
"5390","Genes enriched in enterocytes cluster","Tsc22d1","TSC22D1"
"5391","Genes enriched in enterocytes cluster","Rfk","RFK"
"5392","Genes enriched in enterocytes cluster","Dhrs1","DHRS1"
"5393","Genes enriched in enterocytes cluster","Slc6a8","SLC6A8"
"5394","Genes enriched in enterocytes cluster","Irf2","IRF2"
"5395","Genes enriched in enterocytes cluster","Cycs","CYCS"
"5396","Genes enriched in enterocytes cluster","Amn","AMN"
"5397","Genes enriched in enterocytes cluster","Galnt1","GALNT1"
"5398","Genes enriched in enterocytes cluster","Sod1","SOD1"
"5399","Genes enriched in enterocytes cluster","Upp1","UPP1"
"5400","Genes enriched in enterocytes cluster","Slc27a4","SLC27A4"
"5401","Genes enriched in enterocytes cluster","Ggt1","GGT1"
"5402","Genes enriched in enterocytes cluster","Itpk1","ITPK1"
"5403","Genes enriched in enterocytes cluster","Pnp","PNP"
"5404","Genes enriched in enterocytes cluster",NA,"TES"
"5405","Genes enriched in enterocytes cluster","Stk38","STK38"
"5406","Genes enriched in enterocytes cluster","Mep1b","MEP1B"
"5407","Genes enriched in enterocytes cluster","Atp8b1","ATP8B1"
"5408","Genes enriched in enterocytes cluster","Slc6a19","SLC6A19"
"5409","Genes enriched in enterocytes cluster","Lasp1","LASP1"
"5410","Genes enriched in enterocytes cluster","Srpk1","SRPK1"
"5411","Genes enriched in enterocytes cluster","Chmp5","CHMP5"
"5412","Genes enriched in enterocytes cluster","Ggnbp2","GGNBP2"
"5413","Genes enriched in enterocytes cluster","Cd2ap","CD2AP"
"5414","Genes enriched in enterocytes cluster","Chka","CHKA"
"5415","Genes enriched in enterocytes cluster","Itm2b","ITM2B"
"5416","Genes enriched in enterocytes cluster","Ms4a10","MS4A10"
"5417","Genes enriched in enterocytes cluster","Klf4","KLF4"
"5418","Genes enriched in enterocytes cluster","Reep3","REEP3"
"5419","Genes enriched in enterocytes cluster","Ndufa1","NDUFA1"
"5420","Genes enriched in enterocytes cluster","Baiap2l2","BAIAP2L2"
"5421","Genes enriched in enterocytes cluster","Dsg2","DSG2"
"5422","Genes enriched in enterocytes cluster","Dera","DERA"
"5423","Genes enriched in enterocytes cluster","Tcf7l2","TCF7L2"
"5424","Genes enriched in enterocytes cluster","Arl4a","ARL4A"
"5425","Genes enriched in enterocytes cluster","Ddc","DDC"
"5426","Genes enriched in enterocytes cluster","Dhrs11","DHRS11"
"5427","Genes enriched in enterocytes cluster","Gsto1","GSTO1"
"5428","Genes enriched in enterocytes cluster","Gda","GDA"
"5429","Genes enriched in enterocytes cluster","Vps4b","VPS4B"
"5430","Genes enriched in enterocytes cluster","Eps8","EPS8"
"5431","Genes enriched in enterocytes cluster","Myo1d","MYO1D"
"5432","Genes enriched in enterocytes cluster","Mapk1","MAPK1"
"5433","Genes enriched in enterocytes cluster","Sdcbp2","SDCBP2"
"5434","Genes enriched in enterocytes cluster","Vapa","VAPA"
"5435","Genes enriched in enterocytes cluster","Onecut2","ONECUT2"
"5436","Genes enriched in enterocytes cluster","Sec31a","SEC31A"
"5437","Genes enriched in enterocytes cluster","Sult1b1","SULT1B1"
"5438","Genes enriched in enterocytes cluster","Gpd1","GPD1"
"5439","Genes enriched in enterocytes cluster","Dlst","DLST"
"5440","Genes enriched in enterocytes cluster","Tcn2","TCN2"
"5441","Genes enriched in enterocytes cluster","Smim22","SMIM22"
"5442","Genes enriched in enterocytes cluster","Klf3","KLF3"
"5443","Genes enriched in enterocytes cluster","Plxnb2","PLXNB2"
"5444","Genes enriched in enterocytes cluster","Misp","MISP"
"5445","Genes enriched in enterocytes cluster","Ccdc25","CCDC25"
"5446","Genes enriched in enterocytes cluster","Gata6","GATA6"
"5447","Genes enriched in enterocytes cluster","Epb41l3","EPB41L3"
"5448","Genes enriched in enterocytes cluster","Ace2","ACE2"
"5449","Genes enriched in enterocytes cluster","Lpcat3","LPCAT3"
"5450","Genes enriched in enterocytes cluster",NA,"C11orf54"
"5451","Genes enriched in enterocytes cluster","Sdcbp","SDCBP"
"5452","Genes enriched in enterocytes cluster",NA,"ENO1"
"5453","Genes enriched in enterocytes cluster","Papss2","PAPSS2"
"5454","Genes enriched in enterocytes cluster","Lgals3","LGALS3"
"5455","Genes enriched in enterocytes cluster","Tmem160","TMEM160"
"5456","Genes enriched in enterocytes cluster","Os9","OS9"
"5457","Genes enriched in enterocytes cluster",NA,"CYP3A5"
"5458","Genes enriched in enterocytes cluster",NA,"CYP3A7"
"5459","Genes enriched in enterocytes cluster","Anxa4","ANXA4"
"5460","Genes enriched in enterocytes cluster","Pepd","PEPD"
"5461","Genes enriched in enterocytes cluster","Vmp1","VMP1"
"5462","Genes enriched in enterocytes cluster","B4galnt1","B4GALNT1"
"5463","Genes enriched in enterocytes cluster","Maoa","MAOA"
"5464","Genes enriched in enterocytes cluster","Net1","NET1"
"5465","Genes enriched in enterocytes cluster","Sptbn1","SPTBN1"
"5466","Genes enriched in enterocytes cluster","Adipor2","ADIPOR2"
"5467","Genes enriched in enterocytes cluster","Fabp1","FABP1"
"5468","Genes enriched in enterocytes cluster","Irf7","IRF7"
"5469","Genes enriched in enterocytes cluster","Cox7a1","COX7A1"
"5470","Genes enriched in enterocytes cluster","Crip1","CRIP1"
"5471","Genes enriched in enterocytes cluster","Nucb1","NUCB1"
"5472","Genes enriched in enterocytes cluster","Surf4","SURF4"
"5473","Genes enriched in enterocytes cluster","Rab8a","RAB8A"
"5474","Genes enriched in enterocytes cluster","Atxn7l3b","ATXN7L3B"
"5475","Genes enriched in enterocytes cluster","Nipbl","NIPBL"
"5476","Genes enriched in enterocytes cluster","Enpp3","ENPP3"
"5477","Genes enriched in enterocytes cluster","Gna11","GNA11"
"5478","Genes enriched in enterocytes cluster","Ephx2","EPHX2"
"5479","Genes enriched in enterocytes cluster",NA,"FMC1-LUC7L2"
"5480","Genes enriched in enterocytes cluster","Luc7l2","LUC7L2"
"5481","Genes enriched in enterocytes cluster",NA,"SI"
"5482","Genes enriched in enterocytes cluster",NA,"HLA-DQB2"
"5483","Genes enriched in enterocytes cluster","Plin3","PLIN3"
"5484","Genes enriched in enterocytes cluster",NA,"RPS6KA1"
"5485","Genes enriched in enterocytes cluster","Ptprf","PTPRF"
"5486","Genes enriched in enterocytes cluster","Plcb3","PLCB3"
"5487","Genes enriched in enterocytes cluster","Prdx5","PRDX5"
"5488","Genes enriched in enterocytes cluster","Oxct1","OXCT1"
"5489","Genes enriched in enterocytes cluster","Selenop","SELENOP"
"5490","Genes enriched in enterocytes cluster","Lap3","LAP3"
"5491","Genes enriched in enterocytes cluster","Gng12","GNG12"
"5492","Genes enriched in enterocytes cluster","Pfkp","PFKP"
"5493","Genes enriched in enterocytes cluster","Rab1a","RAB1A"
"5494","Genes enriched in enterocytes cluster","Ppp1r14d","PPP1R14D"
"5495","Genes enriched in enterocytes cluster","Anpep","ANPEP"
"5496","Genes enriched in enterocytes cluster","Slc9a3r1","SLC9A3R1"
"5497","Genes enriched in enterocytes cluster","Galnt6","GALNT6"
"5498","Genes enriched in enterocytes cluster","Aoc1","AOC1"
"5499","Genes enriched in enterocytes cluster",NA,"CKMT1B"
"5500","Genes enriched in enterocytes cluster",NA,"CKMT1A"
"5501","Genes enriched in enterocytes cluster","Myo1a","MYO1A"
"5502","Genes enriched in enterocytes cluster","Zfp36","ZFP36"
"5503","Genes enriched in enterocytes cluster",NA,"C6orf62"
"5504","Genes enriched in enterocytes cluster","Aldob","ALDOB"
"5505","Genes enriched in enterocytes cluster","Ctsd","CTSD"
"5506","Genes enriched in enterocytes cluster","Tmem253","TMEM253"
"5507","Genes enriched in enterocytes cluster","Guca2b","GUCA2B"
"5508","Genes enriched in enterocytes cluster","Treh","TREH"
"5509","Genes enriched in enterocytes cluster","Gipc2","GIPC2"
"5510","Genes enriched in enterocytes cluster","Cd82","CD82"
"5511","Genes enriched in enterocytes cluster","Ndufa13","NDUFA13"
"5512","Genes enriched in enterocytes cluster","Ugdh","UGDH"
"5513","Genes enriched in enterocytes cluster","Cdhr5","CDHR5"
"5514","Genes enriched in enterocytes cluster","Mttp","MTTP"
"5515","Genes enriched in enterocytes cluster","Hadh","HADH"
"5516","Genes enriched in enterocytes cluster","Tcim","TCIM"
"5517","Genes enriched in enterocytes cluster","Htatip2","HTATIP2"
"5518","Genes enriched in enterocytes cluster","Acsl5","ACSL5"
"5519","Genes enriched in enterocytes cluster","St3gal4","ST3GAL4"
"5520","Genes enriched in enterocytes cluster","Lta4h","LTA4H"
"5521","Genes enriched in enterocytes cluster","Hnf4g","HNF4G"
"5522","Genes enriched in enterocytes cluster",NA,"GPI"
"5523","Genes enriched in enterocytes cluster","Tmprss4","TMPRSS4"
"5524","Genes enriched in enterocytes cluster",NA,"CTAGE6"
"5525","Genes enriched in enterocytes cluster","Pnisr","PNISR"
"5526","Genes enriched in enterocytes cluster","Lamp1","LAMP1"
"5527","Genes enriched in enterocytes cluster","Apob","APOB"
"5528","Genes enriched in enterocytes cluster","Slc13a1","SLC13A1"
"5529","Genes enriched in enterocytes cluster","Mgam","MGAM"
"5530","Genes enriched in enterocytes cluster","Edf1","EDF1"
"5531","Genes enriched in enterocytes cluster","Ctnna1","CTNNA1"
"5532","Genes enriched in enterocytes cluster","Tmbim6","TMBIM6"
"5533","Genes enriched in enterocytes cluster",NA,"APOL3"
"5534","Genes enriched in enterocytes cluster",NA,"APOL4"
"5535","Genes enriched in enterocytes cluster",NA,"APOL2"
"5536","Genes enriched in enterocytes cluster",NA,"APOL1"
"5537","Genes enriched in enterocytes cluster","Smim24","SMIM24"
"5538","Genes enriched in enterocytes cluster","Mgat4a","MGAT4A"
"5539","Genes enriched in enterocytes cluster","Cldn15","CLDN15"
"5540","Genes enriched in enterocytes cluster","Dync1h1","DYNC1H1"
"5541","Genes enriched in enterocytes cluster","Tspan3","TSPAN3"
"5542","Genes enriched in enterocytes cluster","Hadha","HADHA"
"5543","Genes enriched in enterocytes cluster","Abcd3","ABCD3"
"5544","Genes enriched in enterocytes cluster",NA,"CORO1B"
"5545","Genes enriched in enterocytes cluster","Ndfip2","NDFIP2"
"5546","Genes enriched in enterocytes cluster","Prkca","PRKCA"
"5547","Genes enriched in enterocytes cluster",NA,"REG1A"
"5548","Genes enriched in enterocytes cluster","Cst6","CST6"
"5549","Genes enriched in enterocytes cluster","Tspan15","TSPAN15"
"5550","Genes enriched in enterocytes cluster","Scp2","SCP2"
"5551","Genes enriched in enterocytes cluster","Dgat1","DGAT1"
"5552","Genes enriched in enterocytes cluster","Pnpla2","PNPLA2"
"5553","Genes enriched in enterocytes cluster","Ifrd1","IFRD1"
"5554","Genes enriched in enterocytes cluster","Rab1b","RAB1B"
"5555","Genes enriched in enterocytes cluster","Sptan1","SPTAN1"
"5556","Genes enriched in enterocytes cluster","Tpm1","TPM1"
"5557","Genes enriched in enterocytes cluster",NA,"SERPINB6"
"5558","Genes enriched in enterocytes cluster","Rab5c","RAB5C"
"5559","Genes enriched in enterocytes cluster","Igsf23","IGSF23"
"5560","Genes enriched in enterocytes cluster","Tjp3","TJP3"
"5561","Genes enriched in enterocytes cluster","Aldh2","ALDH2"
"5562","Genes enriched in enterocytes cluster",NA,"CLCA4"
"5563","Genes enriched in enterocytes cluster","Xdh","XDH"
"5564","Genes enriched in enterocytes cluster","Cdh17","CDH17"
"5565","Genes enriched in enterocytes cluster",NA,"HLA-E"
"5566","Genes enriched in enterocytes cluster",NA,"SERPINB1"
"5567","Genes enriched in enterocytes cluster","Hagh","HAGH"
"5568","Genes enriched in enterocytes cluster","Neurl3","NEURL3"
"5569","Genes enriched in enterocytes cluster","Slc31a1","SLC31A1"
"5570","Genes enriched in enterocytes cluster","Ctnnb1","CTNNB1"
