"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"ASPH",0,0.523151880478395,0.671,0.479,0,"Goblet","ASPH"
"ERN2",0,0.522832990151432,0.634,0.373,0,"Goblet","ERN2"
"SLC36A4",0,0.520737968710302,0.437,0.163,0,"Goblet","SLC36A4"
"RAB27A",0,0.517529862172059,0.509,0.251,0,"Goblet","RAB27A"
"IQCM",0,0.516939272545999,0.666,0.474,0,"Goblet","IQCM"
"ATP2A3",0,0.51664866279572,0.53,0.262,0,"Goblet","ATP2A3"
"SEC24D",0,0.514068002590804,0.483,0.218,0,"Goblet","SEC24D"
"XBP1",0,0.506618622619902,0.411,0.155,0,"Goblet","XBP1"
"NEURL11",0,0.506064483541779,0.37,0.084,0,"Goblet","NEURL1"
"AGR2",0,0.500101667267177,0.586,0.411,0,"Goblet","AGR2"
"CBFA2T2",0,0.4914269913954,0.753,0.575,0,"Goblet","CBFA2T2"
"MUC4",0,0.489520696804709,0.8,0.588,0,"Goblet","MUC4"
"ABLIM1",0,0.486524510630631,0.777,0.604,0,"Goblet","ABLIM1"
"NEBL2",0,0.483120259113813,0.563,0.317,0,"Goblet","NEBL"
"FAM107B",0,0.482510408339622,0.476,0.235,0,"Goblet","FAM107B"
"CCNJL",0,0.479577268282061,0.321,0.074,0,"Goblet","CCNJL"
"AL139383.1",0,0.474152653019872,0.489,0.277,0,"Goblet","AL139383.1"
"UNC13B",0,0.464769998446454,0.73,0.565,0,"Goblet","UNC13B"
"DLGAP1",0,0.463192057069591,0.277,0.072,0,"Goblet","DLGAP1"
"EML6",0,0.460550973048174,0.253,0.045,0,"Goblet","EML6"
"SYTL5",0,0.459941043732238,0.266,0.053,0,"Goblet","SYTL5"
"CCDC60",0,0.454582557816763,0.257,0.022,0,"Goblet","CCDC60"
"DNAJC10",0,0.452123946127176,0.415,0.189,0,"Goblet","DNAJC10"
"CAPN8",0,0.451514000109493,0.591,0.357,0,"Goblet","CAPN8"
"KLHL32",0,0.451392983773966,0.251,0.032,0,"Goblet","KLHL32"
"SMIM14",0,0.450013536421418,0.588,0.373,0,"Goblet","SMIM14"
"SORBS1",0,0.448547445986878,0.486,0.262,0,"Goblet","SORBS1"
"WNK4",0,0.443950118675633,0.322,0.105,0,"Goblet","WNK4"
"PDE3B1",0,0.441750499250378,0.663,0.48,0,"Goblet","PDE3B"
"CA8",0,0.440792657204667,0.274,0.07,0,"Goblet","CA8"
"AC022182.1",0,0.438962111646073,0.296,0.072,0,"Goblet","AC022182.1"
"MYO5C",0,0.437087314412642,0.684,0.481,0,"Goblet","MYO5C"
"QSOX1",0,0.435442473395818,0.433,0.2,0,"Goblet","QSOX1"
"GSN",0,0.432466456164953,0.515,0.304,0,"Goblet","GSN"
"GSE1",0,0.431403081755603,0.608,0.425,0,"Goblet","GSE1"
"ARHGEF38",0,0.427156071578989,0.594,0.391,0,"Goblet","ARHGEF38"
"SEL1L3",0,0.425907797188925,0.641,0.453,0,"Goblet","SEL1L3"
"ST3GAL4",0,0.421547752516487,0.314,0.109,0,"Goblet","ST3GAL4"
"CDC42EP3",0,0.420127051878399,0.269,0.054,0,"Goblet","CDC42EP3"
"CLIC4",0,0.418894596310662,0.315,0.113,0,"Goblet","CLIC4"
"BACE2",0,0.417218966508651,0.538,0.344,0,"Goblet","BACE2"
"EIF2AK3",0,0.416469161155182,0.452,0.245,0,"Goblet","EIF2AK3"
"OSBPL1A",0,0.413247881821628,0.559,0.348,0,"Goblet","OSBPL1A"
"CEP126",0,0.412102069360852,0.298,0.087,0,"Goblet","CEP126"
"ICA1",0,0.408875476219195,0.662,0.479,0,"Goblet","ICA1"
"NPDC1",0,0.405176942256681,0.282,0.059,0,"Goblet","NPDC1"
"KCNH81",0,0.403164288751444,0.282,0.086,0,"Goblet","KCNH8"
"PDZRN31",0,0.397838929639236,0.386,0.219,0,"Goblet","PDZRN3"
"GNE",0,0.397179603596458,0.544,0.369,0,"Goblet","GNE"
"MIA3",0,0.394149127468737,0.403,0.21,0,"Goblet","MIA3"
"DDX601",0,0.393083183299284,0.39,0.226,0,"Goblet","DDX60"
"IL13RA1",0,0.384174417806787,0.447,0.253,0,"Goblet","IL13RA1"
"SLC7A11",0,0.376677941556673,0.267,0.084,0,"Goblet","SLC7A11"
"ODF2L",0,0.374798376554683,0.487,0.339,0,"Goblet","ODF2L"
"DOP1B",0,0.374156527251394,0.477,0.33,0,"Goblet","DOP1B"
"FAM83E",0,0.374010946903454,0.464,0.277,0,"Goblet","FAM83E"
"STXBP61",0,0.372068786793298,0.604,0.443,0,"Goblet","STXBP6"
"FAM114A1",0,0.37156117981324,0.488,0.306,0,"Goblet","FAM114A1"
"FCHSD2",0,0.37116712212927,0.491,0.329,0,"Goblet","FCHSD2"
"NCALD",0,0.367558681708995,0.313,0.126,0,"Goblet","NCALD"
"LINC01006",0,0.363519918247295,0.461,0.307,0,"Goblet","LINC01006"
"ERGIC1",0,0.36318746456349,0.578,0.409,0,"Goblet","ERGIC1"
"GMDS",0,0.359600520426917,0.939,0.881,0,"Goblet","GMDS"
"STK10",0,0.356091243379344,0.349,0.158,0,"Goblet","STK10"
"RASEF",0,0.351884022037739,0.615,0.481,0,"Goblet","RASEF"
"KCNQ1OT1",0,0.345041423902814,0.448,0.292,0,"Goblet","KCNQ1OT1"
"GALNT12",0,0.343001952776771,0.484,0.316,0,"Goblet","GALNT12"
"CELF21",0,0.337210993678417,0.654,0.509,0,"Goblet","CELF2"
"GALNT3",0,0.33306734286408,0.445,0.279,0,"Goblet","GALNT3"
"DHX32",0,0.330296990163472,0.584,0.44,0,"Goblet","DHX32"
"RAB27B",0,0.32700938683678,0.312,0.141,0,"Goblet","RAB27B"
"LINC01725",0,0.326522678301582,0.262,0.108,0,"Goblet","LINC01725"
"ADAMTS17",0,0.32631569594625,0.31,0.151,0,"Goblet","ADAMTS17"
"KLF4",0,0.324809963848585,0.407,0.243,0,"Goblet","KLF4"
"CADPS2",0,0.323949107707139,0.571,0.436,0,"Goblet","CADPS2"
"ALCAM",0,0.321374868363652,0.474,0.315,0,"Goblet","ALCAM"
"ARHGEF28",0,0.319978184886216,0.467,0.32,0,"Goblet","ARHGEF28"
"SYNE1",0,0.318387216671313,0.251,0.08,0,"Goblet","SYNE1"
"SLC22A23",0,0.318109090894733,0.79,0.687,0,"Goblet","SLC22A23"
"TMEM263",0,0.316034054664115,0.3,0.118,0,"Goblet","TMEM263"
"RSRC1",0,0.310988794120455,0.598,0.45,0,"Goblet","RSRC1"
"PDIA5",0,0.308138339941225,0.331,0.172,0,"Goblet","PDIA5"
"FAM13A",0,0.307015442556009,0.646,0.511,0,"Goblet","FAM13A"
"OSBPL8",0,0.303197249938184,0.407,0.248,0,"Goblet","OSBPL8"
"LRRC31",0,0.300664375132349,0.312,0.155,0,"Goblet","LRRC31"
"SLC9C1",0,0.298616235766116,0.281,0.127,0,"Goblet","SLC9C1"
"CCDC149",0,0.297657000401912,0.28,0.118,0,"Goblet","CCDC149"
"B4GALNT2",0,0.297336760073744,0.331,0.184,0,"Goblet","B4GALNT2"
"TSPAN13",0,0.29330774374841,0.288,0.127,0,"Goblet","TSPAN13"
"GALNT7",0,0.292597635028522,0.72,0.616,0,"Goblet","GALNT7"
"USP54",0,0.291760097542272,0.629,0.503,0,"Goblet","USP54"
"MCTP2",0,0.288260332448835,0.805,0.732,0,"Goblet","MCTP2"
"MLLT31",0,0.28756818665961,0.734,0.613,0,"Goblet","MLLT3"
"MGAT51",0,0.280677611760046,0.7,0.575,0,"Goblet","MGAT5"
"CHIC1",0,0.277498473700375,0.28,0.135,0,"Goblet","CHIC1"
"KREMEN1",0,0.272004986284628,0.258,0.121,0,"Goblet","KREMEN1"
"AKAP9",0,0.270070053193208,0.827,0.747,0,"Goblet","AKAP9"
"ATXN1",0,0.269383017744097,0.714,0.608,0,"Goblet","ATXN1"
"TTC3",0,0.265995406591427,0.691,0.578,0,"Goblet","TTC3"
"PRIMPOL",0,0.264719205577055,0.255,0.109,0,"Goblet","PRIMPOL"
"RAB2A",0,0.260990587068772,0.643,0.558,0,"Goblet","RAB2A"
"FANK1",0,0.258920580341346,0.251,0.116,0,"Goblet","FANK1"
"FAM174B",0,0.257740043055028,0.284,0.146,0,"Goblet","FAM174B"
"FAM214A",4.73317280213953e-306,0.295519973677994,0.563,0.438,2.08354266750182e-301,"Goblet","FAM214A"
"PPM1L",4.40710843652663e-304,0.313956356445395,0.577,0.435,1.94000913375902e-299,"Goblet","PPM1L"
"BCKDHB",4.33360272244909e-302,0.258676750159907,0.667,0.575,1.90765191842209e-297,"Goblet","BCKDHB"
"B4GALT4",1.14661663726327e-301,0.268714142653473,0.327,0.185,5.0474064372329e-297,"Goblet","B4GALT4"
"EFNA52",1.17166138793992e-298,0.259676264728809,0.718,0.599,5.15765342971155e-294,"Goblet","EFNA5"
"DDX60L",1.20735800990176e-295,0.281258671377142,0.392,0.24,5.31478995958755e-291,"Goblet","DDX60L"
"ATP2C22",6.0076650177184e-293,0.260094608999456,0.671,0.545,2.64457414079964e-288,"Goblet","ATP2C2"
"WIPI1",8.11898863542788e-293,0.282687660578726,0.398,0.256,3.57397879731535e-288,"Goblet","WIPI1"
"TMCC1",2.6301627587807e-287,0.265706258787806,0.624,0.515,1.15779764641527e-282,"Goblet","TMCC1"
"EPHA41",1.86767505187402e-284,0.272904070346376,0.319,0.18,8.22150557834942e-280,"Goblet","EPHA4"
"FHL21",6.38291695716249e-283,0.305197890650998,0.501,0.348,2.80976004454293e-278,"Goblet","FHL2"
"MFSD6",4.53964150292074e-282,0.279976414868362,0.444,0.299,1.99835018958571e-277,"Goblet","MFSD6"
"FSIP21",3.11091843859667e-280,0.287470709034444,0.52,0.354,1.36942629667025e-275,"Goblet","FSIP2"
"MGLL1",4.38572749715045e-276,0.271602631065093,0.665,0.526,1.93059724424563e-271,"Goblet","MGLL"
"CCDC141",3.49668782485461e-273,0.251306964384874,0.661,0.557,1.539241980501e-268,"Goblet","CCDC14"
"ABHD17B",3.49587236487923e-271,0.267626530228281,0.376,0.233,1.53888301501984e-266,"Goblet","ABHD17B"
"NEDD9",2.56598745433592e-268,0.289024360378374,0.489,0.352,1.12954767739867e-263,"Goblet","NEDD9"
"CMTM8",1.07733227432197e-265,0.283482409613369,0.47,0.328,4.74241667156531e-261,"Goblet","CMTM8"
"FUT8",1.84133205854279e-264,0.284433790156063,0.509,0.376,8.10554372170534e-260,"Goblet","FUT8"
"RASSF6",1.29454014729391e-263,0.266162259150426,0.567,0.438,5.69856572838778e-259,"Goblet","RASSF6"
"LPIN1",1.28368094119739e-261,0.250073449952771,0.326,0.191,5.65076350315091e-257,"Goblet","LPIN1"
"RASAL2",3.54405856089396e-259,0.250847770163309,0.648,0.546,1.56009457850552e-254,"Goblet","RASAL2"
"WNK22",8.52101612484807e-253,0.2502423401193,0.664,0.574,3.75095129815812e-248,"Goblet","WNK2"
"SETBP1",1.67011913327572e-249,0.292567018463719,0.444,0.315,7.35186442467972e-245,"Goblet","SETBP1"
"ZBTB7C",4.59723017294068e-248,0.269216578511341,0.594,0.482,2.02370072212849e-243,"Goblet","ZBTB7C"
"PRKAG21",2.00053736352842e-246,0.25600779583758,0.63,0.533,8.80636547425208e-242,"Goblet","PRKAG2"
"KIAA0319L",1.83034240564999e-244,0.264651763476764,0.546,0.43,8.05716726967125e-240,"Goblet","KIAA0319L"
"SLC35A1",1.5707272939171e-236,0.251615768011993,0.335,0.211,6.91434154782307e-232,"Goblet","SLC35A1"
"ANKRD36C",9.37751080500022e-236,0.335398897189096,0.481,0.366,4.1279802563611e-231,"Goblet","ANKRD36C"
"KIAA1211",4.0232138589107e-229,0.261997952873857,0.571,0.467,1.77101874069249e-224,"Goblet","KIAA1211"
"CDC42EP5",4.46476705715487e-227,0.257145889457257,0.481,0.357,1.96539045855957e-222,"Goblet","CDC42EP5"
"GPCPD1",8.24332088713109e-219,0.262135301207946,0.457,0.34,3.62870985451511e-214,"Goblet","GPCPD1"
"SYTL4",7.47796048611257e-214,0.252438485083325,0.456,0.336,3.29179820598675e-209,"Goblet","SYTL4"
"CD441",8.00449032299873e-212,0.292600947984198,0.405,0.29,3.52357664018404e-207,"Goblet","CD44"
"HSD11B2",6.36485884446455e-211,0.255793182881378,0.524,0.402,2.80181086333329e-206,"Goblet","HSD11B2"
"DHRS91",2.05313919700828e-209,0.26704138071392,0.452,0.306,9.03791874523046e-205,"Goblet","DHRS9"
"PTPN21",1.4294278422672e-208,0.254576230001666,0.399,0.281,6.29234136166022e-204,"Goblet","PTPN21"
"VIPR1",3.68643554268145e-203,0.267140888229643,0.342,0.227,1.62276892588837e-198,"Goblet","VIPR1"
"SLC10A7",1.60582931863785e-200,0.250488656580929,0.481,0.373,7.0688606606438e-196,"Goblet","SLC10A7"
"LINC018761",2.18552529277642e-198,0.292671937492319,0.456,0.338,9.6206823388018e-194,"Goblet","LINC01876"
"MAN1A1",3.72963434175782e-195,0.250110439666829,0.517,0.409,1.64178503724179e-190,"Goblet","MAN1A1"
"DISC11",8.98790960173809e-191,0.264199207047864,0.308,0.199,3.95647780668511e-186,"Goblet","DISC1"
"LRMP",0,1.87243851731148,0.964,0.024,0,"Tuft","LRMP"
"ITPRID1",0,1.8476558566645,0.783,0.013,0,"Tuft","ITPRID1"
"FYB1",0,1.80231786327028,0.9,0.057,0,"Tuft","FYB1"
"PSTPIP2",0,1.7601650071746,0.932,0.05,0,"Tuft","PSTPIP2"
"POU2F3",0,1.75329337378161,0.882,0.007,0,"Tuft","POU2F3"
"BMX",0,1.66932485372344,0.887,0.019,0,"Tuft","BMX"
"LINC01091",0,1.65506197244814,0.91,0.099,0,"Tuft","LINC01091"
"SH2D6",0,1.61892130266665,0.869,0.003,0,"Tuft","SH2D6"
"HPGDS",0,1.56889763438096,0.756,0.012,0,"Tuft","HPGDS"
"ST18",0,1.49373986950235,0.787,0.018,0,"Tuft","ST18"
"EPM2A",0,1.48629359988172,0.765,0.089,0,"Tuft","EPM2A"
"NCMAP",0,1.48422947504323,0.837,0.028,0,"Tuft","NCMAP"
"TRPM5",0,1.47510483860984,0.801,0.006,0,"Tuft","TRPM5"
"HCK",0,1.38218675247268,0.873,0.016,0,"Tuft","HCK"
"GRK5",0,1.35185161122924,0.896,0.084,0,"Tuft","GRK5"
"IL17RB",0,1.32453028064345,0.805,0.055,0,"Tuft","IL17RB"
"ALOX5",0,1.30222114630506,0.896,0.023,0,"Tuft","ALOX5"
"AFAP1L2",0,1.28142304086182,0.733,0.066,0,"Tuft","AFAP1L2"
"PTCHD1-AS",0,1.24648826980235,0.769,0.028,0,"Tuft","PTCHD1-AS"
"SH2D7",0,1.24429099300518,0.688,0.003,0,"Tuft","SH2D7"
"COL27A1",0,1.16622566872324,0.824,0.024,0,"Tuft","COL27A1"
"NRCAM",0,1.15804531083514,0.647,0.011,0,"Tuft","NRCAM"
"RGS13",0,1.1483787982243,0.629,0.004,0,"Tuft","RGS13"
"PTPRT",0,1.13064242355616,0.43,0.017,0,"Tuft","PTPRT"
"C11orf53",0,1.13056250363806,0.624,0.002,0,"Tuft","C11orf53"
"FRY",0,1.09026184255606,0.828,0.071,0,"Tuft","FRY"
"CORO2B",0,1.0693634349573,0.738,0.009,0,"Tuft","CORO2B"
"C12orf74",0,1.04737418526429,0.602,0.035,0,"Tuft","C12orf74"
"KIT",0,1.03202253673628,0.71,0.023,0,"Tuft","KIT"
"PTGS1",0,1.02165923970205,0.765,0.012,0,"Tuft","PTGS1"
"CHAT",0,1.00552664761069,0.525,0.001,0,"Tuft","CHAT"
"ATP8A2",0,1.00491216942275,0.493,0.012,0,"Tuft","ATP8A2"
"PIK3CG",0,0.997763335215736,0.647,0.011,0,"Tuft","PIK3CG"
"DPYSL3",0,0.976893919383559,0.719,0.045,0,"Tuft","DPYSL3"
"CGNL1",0,0.937736218904759,0.602,0.038,0,"Tuft","CGNL1"
"IGSF21",0,0.775901483741354,0.425,0.008,0,"Tuft","IGSF21"
"LINC01170",0,0.773190899442419,0.317,0.005,0,"Tuft","LINC01170"
"ADAMTS18",0,0.759145285516171,0.403,0.004,0,"Tuft","ADAMTS18"
"PIK3R5",0,0.749153436618405,0.516,0.026,0,"Tuft","PIK3R5"
"LINC01331",0,0.746486277353415,0.434,0.006,0,"Tuft","LINC01331"
"VAV1",0,0.722654479326432,0.529,0.035,0,"Tuft","VAV1"
"PDE1C",0,0.721122230218133,0.511,0.03,0,"Tuft","PDE1C"
"INPP5D",0,0.71769819956917,0.615,0.05,0,"Tuft","INPP5D"
"LINC02576",0,0.705432595613418,0.439,0.022,0,"Tuft","LINC02576"
"AC097487.1",0,0.687747769680805,0.389,0.002,0,"Tuft","AC097487.1"
"DGKI",0,0.656277154094015,0.385,0.01,0,"Tuft","DGKI"
"AZGP1",0,0.623609085921623,0.376,0.003,0,"Tuft","AZGP1"
"HTR3E",0,0.604313488464669,0.371,0.002,0,"Tuft","HTR3E"
"FAT3",0,0.595860075445034,0.276,0.01,0,"Tuft","FAT3"
"MAP2",0,0.574803971022586,0.412,0.011,0,"Tuft","MAP2"
"LINC02725",0,0.574786484257938,0.258,0.003,0,"Tuft","LINC02725"
"EMCN",0,0.521495777333873,0.376,0.013,0,"Tuft","EMCN"
"GRASP",0,0.504719213563289,0.389,0.011,0,"Tuft","GRASP"
"ZMAT4",0,0.500461155388262,0.267,0.006,0,"Tuft","ZMAT4"
"B4GALNT4",0,0.500214622917466,0.33,0.001,0,"Tuft","B4GALNT4"
"CD300LF",0,0.492407532801736,0.339,0.002,0,"Tuft","CD300LF"
"AP001150.1",0,0.470528269634139,0.276,0.001,0,"Tuft","AP001150.1"
"OGDHL",0,0.449898501197248,0.262,0.003,0,"Tuft","OGDHL"
"AL512306.3",0,0.408623854037049,0.258,0.005,0,"Tuft","AL512306.3"
"AVIL",1.45697765103059e-294,1.07775927269126,0.683,0.071,6.41361561983667e-290,"Tuft","AVIL"
"CLDN1",4.29303871119203e-277,0.515853052484026,0.308,0.014,1.88979564066673e-272,"Tuft","CLDN1"
"RASGRF2",6.49006333400514e-267,0.886048668006464,0.629,0.064,2.85692587962906e-262,"Tuft","RASGRF2"
"CSMD1",3.2322887930209e-264,1.09310237433339,0.597,0.058,1.4228535266878e-259,"Tuft","CSMD1"
"DKK3",4.74161248755829e-261,0.414527425056613,0.276,0.012,2.08725781702316e-256,"Tuft","DKK3"
"ANXA13",1.22997846049967e-258,0.989757119109078,0.647,0.069,5.41436518311953e-254,"Tuft","ANXA13"
"ACSL4",1.37997618575949e-255,0.959910450663063,0.688,0.081,6.07465516971327e-251,"Tuft","ACSL4"
"ADGRG6",5.89199489871768e-231,1.27336063227066,0.724,0.104,2.59365615441552e-226,"Tuft","ADGRG6"
"NRG3",2.15171420333753e-228,0.509911833841062,0.294,0.016,9.47184592309181e-224,"Tuft","NRG3"
"SPIB1",9.86597422412456e-210,0.705491421188232,0.462,0.042,4.34300185345963e-205,"Tuft","SPIB"
"GAS7",3.17537261185781e-205,0.564543902691629,0.475,0.046,1.39779902373981e-200,"Tuft","GAS7"
"NCAM1",9.68085687056305e-192,0.517214173236299,0.357,0.028,4.26151319442185e-187,"Tuft","NCAM1"
"DAPK1",1.1686674502468e-191,0.902681399607513,0.733,0.118,5.14447411598639e-187,"Tuft","DAPK1"
"MEGF9",5.73851850247453e-191,1.14338368179879,0.814,0.165,2.52609584478929e-186,"Tuft","MEGF9"
"PROX11",1.41212407969271e-190,0.761328581988874,0.566,0.068,6.2161701988073e-186,"Tuft","PROX1"
"GRIK2",5.99492220267761e-186,1.20262663559417,0.615,0.087,2.63896475361868e-181,"Tuft","GRIK2"
"FAM49A",1.03781552563296e-184,0.394210388453835,0.357,0.029,4.5684639438363e-180,"Tuft","FAM49A"
"DCLK2",9.06161650206084e-183,0.986715406150895,0.656,0.101,3.98892358420718e-178,"Tuft","DCLK2"
"KCNQ4",4.92988735697763e-172,0.527366459344677,0.357,0.031,2.17013641454155e-167,"Tuft","KCNQ4"
"HEPACAM21",3.99936126760952e-170,0.863030464055234,0.738,0.122,1.76051883000171e-165,"Tuft","HEPACAM2"
"ZFHX31",5.84825775841366e-161,1.33663508267117,0.977,0.402,2.57440306525369e-156,"Tuft","ZFHX3"
"HOTAIRM1",1.47306287778936e-159,0.85920196180503,0.624,0.103,6.48442278802875e-155,"Tuft","HOTAIRM1"
"ST6GALNAC32",2.03026662182116e-156,1.41078037807127,0.914,0.301,8.93723366925675e-152,"Tuft","ST6GALNAC3"
"ARNT2",1.16813787362155e-155,0.507560684871775,0.348,0.032,5.14214291968208e-151,"Tuft","ARNT2"
"PTPN18",1.18808557407627e-147,1.22644282748464,0.923,0.332,5.22995269708374e-143,"Tuft","PTPN18"
"CCSER1",1.81567856718019e-145,1.16121044159691,0.995,0.719,7.99261705272718e-141,"Tuft","CCSER1"
"APH1B",9.02296411917617e-144,0.493702971279501,0.385,0.042,3.97190880526135e-139,"Tuft","APH1B"
"SDC2",3.61311470278254e-143,0.389267901153292,0.362,0.037,1.59049309216487e-138,"Tuft","SDC2"
"RUNX1",5.39934724737483e-143,1.26351887252959,0.914,0.335,2.3767926582944e-138,"Tuft","RUNX1"
"TRERF1",1.38282542650272e-142,0.724067102270029,0.67,0.124,6.08719752746496e-138,"Tuft","TRERF1"
"PTPRJ1",8.27116471459996e-141,1.19975469476857,0.982,0.488,3.6409667073669e-136,"Tuft","PTPRJ"
"RNF24",2.7739525226597e-140,0.861746468611534,0.629,0.114,1.2210939004748e-135,"Tuft","RNF24"
"JAZF1",3.99941667134697e-140,0.877273617326516,0.715,0.148,1.76054321872694e-135,"Tuft","JAZF1"
"RASSF61",1.09168169913602e-137,1.25874497031656,0.946,0.455,4.80558283959675e-133,"Tuft","RASSF6"
"GRIN2B",6.7601939302365e-135,0.85669123170446,0.443,0.061,2.97583736809011e-130,"Tuft","GRIN2B"
"WIPF1",6.44504446055988e-133,0.69017773455003,0.561,0.094,2.83710857153846e-128,"Tuft","WIPF1"
"LINC01762",1.10846763237446e-128,0.637634331557734,0.335,0.036,4.87947451771239e-124,"Tuft","LINC01762"
"IL13RA11",3.77100994053425e-128,1.07843467740243,0.86,0.28,1.65999857582318e-123,"Tuft","IL13RA1"
"SPTLC2",1.96345438479871e-125,1.18811704653697,0.914,0.428,8.64312620188391e-121,"Tuft","SPTLC2"
"LMCD1-AS1",1.35333227088718e-124,0.602937633217239,0.398,0.051,5.95736865644539e-120,"Tuft","LMCD1-AS1"
"PLA2G4A",1.68310748167368e-120,0.751560301471983,0.548,0.098,7.40903913432753e-116,"Tuft","PLA2G4A"
"ITPR22",7.09566621564529e-120,1.2155653365396,0.941,0.483,3.12351226812706e-115,"Tuft","ITPR2"
"PLCG2",1.32933997059948e-117,0.89314475766926,0.991,0.635,5.85175455057892e-113,"Tuft","PLCG2"
"RIMBP2",1.22636185937831e-115,0.453637690483952,0.29,0.029,5.39844490498331e-111,"Tuft","RIMBP2"
"BIK",6.51824869067141e-115,0.517247309950623,0.371,0.047,2.86933307363355e-110,"Tuft","BIK"
"RUNX2",1.14974078352379e-114,0.476178796652251,0.43,0.062,5.0611589290717e-110,"Tuft","RUNX2"
"MTSS11",2.80578044581459e-114,0.987808136129537,0.923,0.4,1.23510455224758e-109,"Tuft","MTSS1"
"AC099792.1",5.9470891789241e-113,0.455482303809729,0.253,0.023,2.61790865656239e-108,"Tuft","AC099792.1"
"TRHDE1",1.28175511856275e-112,1.13894581956169,0.701,0.198,5.64228603191324e-108,"Tuft","TRHDE"
"TMEM131L",1.86848430529304e-110,0.717852329624999,0.588,0.123,8.22506791189995e-106,"Tuft","TMEM131L"
"MGAM21",3.91311687165361e-107,0.894834510490346,0.665,0.153,1.72255404690192e-102,"Tuft","MGAM2"
"MYO1B1",7.40325843803083e-105,1.00079026450401,0.891,0.405,3.25891436442117e-100,"Tuft","MYO1B"
"PBXIP1",2.04936638203199e-104,0.411245689566284,0.294,0.033,9.0213108137048e-100,"Tuft","PBXIP1"
"IGSF3",1.43369135555763e-102,0.912946620750628,0.579,0.132,6.31110934716469e-98,"Tuft","IGSF3"
"PELI21",1.73069779901753e-101,0.977794627493979,0.891,0.346,7.61853171127515e-97,"Tuft","PELI2"
"ACADSB",5.18810624336718e-101,0.72276264445163,0.511,0.101,2.28380436833023e-96,"Tuft","ACADSB"
"GDPD1",9.13258737992024e-101,0.510827793324307,0.376,0.054,4.02016496464089e-96,"Tuft","GDPD1"
"TLE4",4.05962778090237e-99,0.931059853008614,0.824,0.294,1.78704814915322e-94,"Tuft","TLE4"
"SUPT3H1",1.63012117527993e-98,0.920930609493798,0.774,0.25,7.17579341358224e-94,"Tuft","SUPT3H"
"TANC2",1.08184004267288e-96,0.938731159015501,0.837,0.321,4.762259867846e-92,"Tuft","TANC2"
"ABCB9",5.46342893389417e-96,0.396607277973651,0.29,0.034,2.40500141670022e-91,"Tuft","ABCB9"
"SHROOM2",1.35867830242004e-94,0.734573927809908,0.525,0.111,5.98090188725302e-90,"Tuft","SHROOM2"
"GPR89A",2.67280665408437e-94,0.61379471859566,0.457,0.086,1.17656948912794e-89,"Tuft","GPR89A"
"ATP2A31",1.83855148713709e-93,0.913054494987345,0.819,0.3,8.09330364637749e-89,"Tuft","ATP2A3"
"ZNF618",7.68457852359907e-93,0.496424767137684,0.398,0.065,3.38275146608831e-88,"Tuft","ZNF618"
"NEBL3",1.5436926123823e-91,0.988137412711004,0.851,0.352,6.79533487970689e-87,"Tuft","NEBL"
"FURIN",6.39242408585422e-91,0.4387567563526,0.312,0.041,2.81394508259303e-86,"Tuft","FURIN"
"ERO1B",1.34997365328173e-90,0.415275990398081,0.308,0.041,5.94258402174617e-86,"Tuft","ERO1B"
"ANLN",5.44494733719421e-90,0.562855290089313,0.403,0.067,2.39686581783289e-85,"Tuft","ANLN"
"SLCO3A12",1.00454091834269e-89,0.859446880098286,0.778,0.253,4.42198912254451e-85,"Tuft","SLCO3A1"
"JMY",1.70543170755721e-89,0.743885657080854,0.529,0.12,7.50731037666682e-85,"Tuft","JMY"
"GPR137B",1.49500962509398e-85,0.452946126219623,0.339,0.051,6.58103236966369e-81,"Tuft","GPR137B"
"LIPG",8.72040676910763e-85,0.801183219251886,0.543,0.134,3.83872305976118e-80,"Tuft","LIPG"
"IPCEF1",1.6411046608239e-82,0.516705990899504,0.335,0.052,7.22414271694682e-78,"Tuft","IPCEF1"
"PDE4D",4.58599387130782e-82,0.606068305449343,0.968,0.829,2.0187545021497e-77,"Tuft","PDE4D"
"LIMD1",1.9004156843383e-80,0.843296852997829,0.751,0.301,8.36562984245719e-76,"Tuft","LIMD1"
"EPHA42",8.08316871116923e-77,0.78434149507276,0.652,0.199,3.55821086665669e-72,"Tuft","EPHA4"
"SLC22A15",1.42697295124282e-76,0.470432755129294,0.339,0.056,6.28153493137091e-72,"Tuft","SLC22A15"
"NREP",2.46876087080116e-76,0.58350169986648,0.407,0.081,1.08674853532667e-71,"Tuft","NREP"
"SNX91",4.0500107197417e-76,0.796601873183559,0.891,0.524,1.78281471883029e-71,"Tuft","SNX9"
"HIP1",1.24371397145843e-74,0.565877646715368,0.48,0.107,5.47482890236001e-70,"Tuft","HIP1"
"ARHGEF381",2.43535981705327e-74,0.822014303728188,0.851,0.42,1.07204539146685e-69,"Tuft","ARHGEF38"
"RIMKLB",1.95437333810004e-73,0.30812597816913,0.294,0.044,8.60315143431639e-69,"Tuft","RIMKLB"
"GAB2",3.30711610667016e-73,0.811539557807189,0.824,0.402,1.4557925101562e-68,"Tuft","GAB2"
"SKAP2",6.04760041470298e-73,0.823514837457535,0.837,0.433,2.66215370255225e-68,"Tuft","SKAP2"
